sentence_id,medical,are,treated,prep,treatment,medical_first_index,medical_last_index,are_first_index,are_last_index,treated_first_index,treated_last_index,prep_first_index,prep_last_index,treatment_first_index,treatment_last_index,sentence_text
74515317,Cardiac surgery patients,are,treated,with,diuretics,0,2,3,3,5,5,6,6,7,7,"Cardiac surgery patients are commonly treated with diuretics , which can result in hypokalemia requiring potassium supplementation ."
74537921,The resulting pre-load dependency,is,treated,with,inotropic ' agents,0,3,4,4,7,7,8,8,18,20,"The resulting pre-load dependency is often successfully treated with colloid infusion and , in some studies , ' inotropic ' agents , particularly in the immediate post-operative phase ."
74537921,The resulting pre-load dependency,is,treated,with,colloid infusion,0,3,4,4,7,7,8,8,9,10,"The resulting pre-load dependency is often successfully treated with colloid infusion and , in some studies , ' inotropic ' agents , particularly in the immediate post-operative phase ."
74552287,Basilar impression,is,treated,by,anterior transoral decompression,0,1,13,13,15,15,16,16,17,19,Basilar impression ( BI ) and hydrocephalus complicating osteogenesis imperfecta ( OI ) is usually treated by anterior transoral decompression and posterior fixation .
74552287,Basilar impression,is,treated,by,posterior fixation,0,1,13,13,15,15,16,16,21,22,Basilar impression ( BI ) and hydrocephalus complicating osteogenesis imperfecta ( OI ) is usually treated by anterior transoral decompression and posterior fixation .
74558952,rheumatoid arthritis patients,are,treated,with,gold,33,35,37,37,38,38,39,39,40,40,It is suggested that the gold-induced accumulation of copper may follow from an increased rate of synthesis of metallothionein and could be responsible for the renal dysfunction which develops in a proportion of rheumatoid arthritis patients who are treated with gold .
74564585,Benign strictures,are,treated,with,stents,0,1,2,2,5,5,12,12,13,13,Benign strictures are most commonly treated by balloon dilation and less frequently with stents .
74564585,Benign strictures,are,treated,by,balloon dilation,0,1,2,2,5,5,6,6,7,8,Benign strictures are most commonly treated by balloon dilation and less frequently with stents .
74610174,hypertensive emergencies,are,treated,with,intravenous titratable agents,21,22,23,23,25,25,26,26,27,29,"Hypertensive urgencies , defined as elevated BP without acute end-organ damage , can often be treated with oral agents , whereas hypertensive emergencies are best treated with intravenous titratable agents ."
74638638,HWW syndrome,is,treated,with,vaginal septum resection and drainage of the hematometrocolpos,0,1,8,8,10,10,11,11,12,19,HWW syndrome may present with acute abdomen and is usually treated with vaginal septum resection and drainage of the hematometrocolpos .
74668740,Laryngeal carcinoma,is,treated,by,radiation,0,1,16,16,18,18,19,19,20,20,"Laryngeal carcinoma , as a malignant tumor that occurs in the head and neck region , is widely treated by radiation , but in some cases , the cancer is radioresistant to the radiotherapy ."
74675695,Many patients,are,treated,with,curative intent,0,1,28,28,29,29,30,30,31,32,"Many patients diagnosed with stage IIIB ( AJCC sixth edition ; T4 , N3 , or both ; no pleural effusion ) non-small-cell lung cancer ( NSCLC ) are treated with curative intent , despite a low cure rate ."
74676918,Chronic myeloid leukemia,is,treated,with,imatinib,0,2,3,3,5,5,6,6,7,7,"Chronic myeloid leukemia is effectively treated with imatinib , but reactivation of BCR-ABL frequently occurs through acquisition of kinase domain mutations ."
74691566,most patients,are,treated,with,chemotherapy,5,6,7,7,8,8,9,9,10,10,"For patients needing therapy , most patients are treated with chemotherapy plus rituximab , which has improved response rates , duration of response and overall survival ."
74691566,most patients,are,treated,with,rituximab,5,6,7,7,8,8,9,9,12,12,"For patients needing therapy , most patients are treated with chemotherapy plus rituximab , which has improved response rates , duration of response and overall survival ."
74691566,most patients,are,treated,with,has,5,6,7,7,8,8,9,9,15,15,"For patients needing therapy , most patients are treated with chemotherapy plus rituximab , which has improved response rates , duration of response and overall survival ."
74718244,Central venous catheter thrombosis,is,treated,by,line removal,0,3,4,4,6,6,7,7,8,9,"Central venous catheter thrombosis is best treated by line removal , as the risk of bleeding is high if the device is left in ."
74719298,Spinal stenosis,is,treated,with,fusion,0,1,5,5,7,7,8,8,11,11,Spinal stenosis associated with DS is commonly treated with decompression and fusion but little is known about the optimal fusion technique .
74719298,Spinal stenosis,is,treated,with,decompression,0,1,5,5,7,7,8,8,9,9,Spinal stenosis associated with DS is commonly treated with decompression and fusion but little is known about the optimal fusion technique .
74818583,Transitional cell carcinoma of the bladder,is,treated,with,"intravesical injection of immunotherapeutic ( eg , BCG ) or chemotherapeutic ( eg , mitomycin C ) agents",0,5,6,6,8,8,9,9,10,27,"Transitional cell carcinoma of the bladder is frequently treated with intravesical injection of immunotherapeutic ( eg , BCG ) or chemotherapeutic ( eg , mitomycin C ) agents ."
74858387,Human head and neck squamous cell carcinoma,is,treated,by,surgical resection,0,6,10,10,12,12,13,13,14,15,Human head and neck squamous cell carcinoma ( HNSCC ) is usually treated by surgical resection with adjuvant radio-chemotherapy .
74954724,acute ischemic stroke,is,treated,with,endovascular treatment,4,6,7,7,9,9,10,10,11,12,"Although this subtype of acute ischemic stroke is mostly treated with endovascular treatment , treatment outcomes are still sparsely studied ."
74997024,FcE receptor-positive RPMI-1788 cells,are,treated,with,papain,1,4,5,5,6,6,7,7,8,8,"When FcE receptor-positive RPMI-1788 cells are treated with papain , a helper factor(s ) for human IgE synthesis is released ."
74997027,the FcE receptor-positive RPMI-1788 cells,are,treated,with,papain,1,5,6,6,7,7,12,12,13,13,"When the FcE receptor-positive RPMI-1788 cells are treated with tunicamycin and then with papain , a suppressor factor(s ) for human IgE synthesis is released ."
74997027,the FcE receptor-positive RPMI-1788 cells,are,treated,with,tunicamycin,1,5,6,6,7,7,8,8,9,9,"When the FcE receptor-positive RPMI-1788 cells are treated with tunicamycin and then with papain , a suppressor factor(s ) for human IgE synthesis is released ."
75033438,many patients,are,treated,by,an association of antithyroid drugs ( useful for type I AIT ) with corticoids,25,26,27,27,28,28,29,29,30,43,"Even if many studies tried to better identify the types of AIT , the diagnostic dilemma of type of AIT could be present , and many patients are treated by an association of antithyroid drugs ( useful for type I AIT ) with corticoids ( useful for type II AIT ) ."
75038206,Diffuse rectus injuries,are,treated,by,aggressive rehabilitation,0,2,6,6,7,7,8,8,9,10,Diffuse rectus injuries and thoracic injuries are treated by aggressive rehabilitation .
75038206,thoracic injuries,are,treated,by,aggressive rehabilitation,4,5,6,6,7,7,8,8,9,10,Diffuse rectus injuries and thoracic injuries are treated by aggressive rehabilitation .
75083712,Pulmonary TB,is,treated,with,6-month standard short-course chemotherapy,0,1,4,4,6,6,7,7,8,11,"Pulmonary TB in children is successfully treated with 6-month standard short-course chemotherapy using isoniazid , rifampin , and pyrazinamide daily for 2 months , followed by isoniazid and rifampin daily for 4 months ."
75094102,Primary central nervous system lymphomas,are,treated,with,chemotherapies,0,4,5,5,6,6,7,7,11,11,Primary central nervous system lymphomas are treated with combined radiotherapies and chemotherapies .
75094102,Primary central nervous system lymphomas,are,treated,with,combined radiotherapies,0,4,5,5,6,6,7,7,8,9,Primary central nervous system lymphomas are treated with combined radiotherapies and chemotherapies .
75119770,Substantial numbers of children,are,treated,with,SGAs,0,3,6,6,7,7,8,8,13,13,"Substantial numbers of children and adolescents are treated with second-generation antipsychotic medications ( SGAs ) , and the cardiometabolic adverse effects of this medication class have raised concerns.1 In the October 2017 issue of the Journal , Handen et   al.2 published a 16-week open-label extension study of youth 6 to 17 years of age with autism spectrum disorder treated with liquid metformin after a 16-week double-blinded , placebo-controlled clinical efficacy trial ."
75119770,Substantial numbers of children,are,treated,with,second-generation antipsychotic medications,0,3,6,6,7,7,8,8,9,11,"Substantial numbers of children and adolescents are treated with second-generation antipsychotic medications ( SGAs ) , and the cardiometabolic adverse effects of this medication class have raised concerns.1 In the October 2017 issue of the Journal , Handen et   al.2 published a 16-week open-label extension study of youth 6 to 17 years of age with autism spectrum disorder treated with liquid metformin after a 16-week double-blinded , placebo-controlled clinical efficacy trial ."
75146153,rheumatoid arthritis,are,treated,with,selective TNF-alpha inhibitors,2,3,11,11,12,12,13,13,14,16,"Patients with rheumatoid arthritis , Crohn 's disease or spondyloarthritis who are treated with selective TNF-alpha inhibitors may develop autoantibodies , such as antinuclear antibodies ( ANAs ) and anti-dsDNA antibodies ."
75150672,Intraindividual leg length differences of more than 4 cm,are,treated,by,continuous callus distraction techniques,0,8,9,9,11,11,12,12,13,16,Intraindividual leg length differences of more than 4 cm are preferentially treated by continuous callus distraction techniques .
75156525,Acute and acute hematogenous prosthetic joint infections,are,treated,with,open debridement,0,6,10,10,12,12,13,13,14,15,"Acute and acute hematogenous prosthetic joint infections ( PJIs ) are often treated with open debridement and polyethylene exchange ( ODPE ) in an effort to save the prosthesis , decrease morbidity , and reduce costs ."
75156525,Acute and acute hematogenous prosthetic joint infections,are,treated,with,polyethylene exchange,0,6,10,10,12,12,13,13,17,18,"Acute and acute hematogenous prosthetic joint infections ( PJIs ) are often treated with open debridement and polyethylene exchange ( ODPE ) in an effort to save the prosthesis , decrease morbidity , and reduce costs ."
75156525,Acute and acute hematogenous prosthetic joint infections,are,treated,with,ODPE,0,6,10,10,12,12,13,13,20,20,"Acute and acute hematogenous prosthetic joint infections ( PJIs ) are often treated with open debridement and polyethylene exchange ( ODPE ) in an effort to save the prosthesis , decrease morbidity , and reduce costs ."
75165443,increasing,are,treated,with,an intensive neoadjuvant therapy,5,5,20,20,21,21,22,22,23,26,Background and Objectives : An increasing number of patients ( pts ) with locally advanced pancreatic cancer ( LAPC ) are treated with an intensive neoadjuvant therapy to obtain a secondary curative resection .
75364155,Localized disease,is,treated,with,topical treatment,0,1,2,2,4,4,5,5,6,7,Localized disease is generally treated with topical treatment for which good generic medications are available .
75437266,Cerebral edema,is,treated,with,hypertonic saline,0,1,5,5,7,7,8,8,11,12,"Cerebral edema after ischemic stroke is frequently treated with mannitol and hypertonic saline ( HS ) ; however , their relative cerebrovascular and metabolic effects are incompletely understood , and may operate independent of their ability to lower intracranial pressure ."
75437266,Cerebral edema,is,treated,with,HS,0,1,5,5,7,7,8,8,14,14,"Cerebral edema after ischemic stroke is frequently treated with mannitol and hypertonic saline ( HS ) ; however , their relative cerebrovascular and metabolic effects are incompletely understood , and may operate independent of their ability to lower intracranial pressure ."
75437266,Cerebral edema,is,treated,with,mannitol,0,1,5,5,7,7,8,8,9,9,"Cerebral edema after ischemic stroke is frequently treated with mannitol and hypertonic saline ( HS ) ; however , their relative cerebrovascular and metabolic effects are incompletely understood , and may operate independent of their ability to lower intracranial pressure ."
